date;hands;total_eur;total_bb100;€100 NL_eur;€100 NL_bb100;€100 NL_hands;€100 PL_eur;€100 PL_bb100;€100 PL_hands;€200 NL_eur;€200 NL_bb100;€200 NL_hands;€50 NL_eur;€50 NL_bb100;€50 NL_hands;€50 PL_eur;€50 PL_bb100;€50 PL_hands;month_total_eur;month_total_hands;month_total_bb100
2025-11-29;6063;-260.54;-0.47;-183.57;-9.18;1999;-115.19;-20.61;559;-129.16;-36.49;177;318.42;21.29;2991;-151.04;-89.64;337;-260.54;6063;-0.47
